Organism, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, _, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE
Albula_goreensis_GCA_022829145.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 10, 6, 68, 11, 168, 19, 0, 22, 22, 4, 8
Alca_torda_GCA_008658365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 22, 17, 2, 1, 2, 1, 0, 1, 5, 4, 6, 4, 36, 7, 5, 4, 9, 3, 0, 0, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 3, 0, 0, 65, 15, 0, 0
Alcelaphus_buselaphus_GCA_006408545.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 32, 47, 11, 35, 7, 6, 1, 2, 2, 6, 68, 70, 27, 61, 42, 121, 29, 23, 36, 32, 2, 0, 5, 6, 25, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 9, 1, 5, 1, 1, 1, 0, 0, 0, 3, 0, 0
Alces_alces_GCA_007570765.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 187, 114, 125, 58, 34, 8, 9, 7, 4, 7, 203, 96, 158, 266, 347, 244, 66, 35, 128, 43, 2, 0, 17, 14, 102, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 28, 4, 14, 1, 1, 1, 1, 0, 0, 16, 0, 0
Aldabrachelys_gigantea_GCA_026122505.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 3, 10, 848, 419, 25, 31, 52, 23, 276, 386, 121, 130, 126, 162, 421, 236, 250, 108, 363, 159, 0, 0, 0, 0, 713, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 2, 4, 0, 2, 1, 0, 42, 283, 1, 0
Aleadryas_rufinucha_GCA_013397815.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 2, 0, 0, 0, 1, 0, 3, 0, 0, 2, 1, 4, 2, 2, 0, 3, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 1, 0, 4, 3, 0, 0
Alectoris_rufa_GCA_947331505.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 11, 5, 0, 0, 0, 0, 0, 1, 1, 1, 3, 2, 19, 4, 3, 3, 9, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 15, 23, 0, 0
Alectura_lathami_GCA_013399715.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 2, 0, 0, 1, 0, 0, 6, 1, 1, 3, 0, 34, 4, 3, 4, 8, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 4, 0, 0, 37, 45, 0, 0
Alethe_castanea_GCA_024734035.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 3, 1, 0, 0, 0, 0, 0, 6, 0, 0, 3, 1, 9, 2, 1, 0, 1, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 1, 1, 0, 4, 46, 0, 0
Alethe_diademata_GCA_025584955.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 12, 0, 0, 3, 0, 11, 1, 1, 0, 1, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 1, 29, 0, 0
Alexandromys_oeconomus_GCA_007455595.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 151, 36, 163, 48, 20, 6, 7, 1, 16, 12, 196, 58, 152, 77, 494, 127, 64, 13, 99, 19, 4, 0, 7, 3, 107, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 21, 43, 48, 5, 0, 1, 2, 0, 0, 7, 0, 3
Alfaro_cultratus_GCA_903066825.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 11, 5, 9, 6, 33, 10, 0, 7, 21, 1, 4
Alligator_mississippiensis_GCA_000281125.4_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 7, 2, 176, 75, 9, 12, 5, 18, 55, 89, 121, 115, 31, 65, 200, 89, 11, 6, 60, 16, 2, 0, 0, 0, 151, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 2, 1, 0, 45, 131, 0, 0
Alligator_sinensis_GCA_000455745.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 7, 7, 237, 129, 12, 12, 7, 16, 93, 121, 179, 142, 35, 86, 219, 75, 23, 12, 83, 17, 3, 0, 0, 0, 195, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 1, 0, 2, 0, 0, 40, 145, 0, 0
allo-octoploid_hybrid_of_Carassius_auratus_x_Cyprinus_carpio_GCA_024542945.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 45, 11, 76, 54, 340, 15, 0, 123, 51, 5, 11
Alopecoenas_beccarii_GCA_013399365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 11, 9, 1, 0, 1, 0, 0, 2, 2, 1, 1, 2, 20, 4, 4, 3, 12, 1, 0, 0, 0, 0, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 2, 0, 0, 39, 49, 0, 0
Alosa_alosa_GCA_017589495.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 14, 7, 20, 8, 61, 12, 0, 6, 26, 0, 0
Alosa_sapidissima_GCA_018492685.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 3, 23, 8, 70, 10, 0, 9, 22, 0, 0
Alouatta_palliata_GCA_004027835.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 56, 25, 65, 30, 16, 13, 1, 1, 1, 5, 79, 47, 43, 50, 121, 56, 40, 22, 71, 28, 1, 1, 13, 6, 52, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 26, 2, 6, 2, 4, 1, 0, 0, 0, 5, 0, 0
Altolamprologus_calvus_GCA_015052405.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 6, 7, 5, 12, 62, 25, 0, 4, 47, 1, 16
Altolamprologus_compressiceps_GCA_015104655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 7, 3, 5, 10, 72, 25, 0, 5, 42, 1, 12
Amazona_aestiva_GCA_017639355.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 43, 3, 0, 0, 0, 1, 0, 7, 2, 2, 1, 3, 212, 116, 1, 2, 8, 0, 0, 0, 0, 0, 66, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 2, 0, 0, 28, 70, 0, 0
Amazona_autumnalis_GCA_024331665.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 10, 4, 0, 1, 0, 2, 0, 3, 5, 2, 2, 4, 25, 25, 2, 3, 5, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 2, 1, 0, 5, 31, 0, 0
Amazona_collaria_GCA_003947215.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 6, 0, 0, 0, 1, 0, 12, 0, 2, 2, 2, 49, 17, 2, 3, 4, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 39, 146, 0, 0
Amazona_guildingii_GCA_013399615.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 7, 4, 0, 0, 0, 1, 0, 3, 1, 2, 2, 2, 45, 20, 2, 3, 3, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 5, 27, 0, 0
Amazona_vittata_GCA_000332375.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 3, 0, 0, 0, 1, 0, 9, 3, 2, 1, 3, 62, 29, 2, 4, 3, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 20, 110, 0, 0
Amblyopsis_hoosieri_GCA_027564755.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 10, 19, 14, 0, 12, 37, 0, 9
Amblyopsis_rosae_GCA_025399935.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 6, 7, 23, 13, 0, 6, 36, 0, 6
Amblyopsis_spelaea_GCA_027564775.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 9, 16, 14, 0, 8, 44, 0, 5
Amblyornis_subalaris_GCA_018881555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 22, 0, 0, 0, 2, 6, 0, 6, 0, 0, 4, 5, 44, 3, 4, 0, 4, 4, 0, 0, 0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 2, 1, 0, 1, 0, 0, 60, 34, 0, 0
Amblyraja_radiata_GCA_010909765.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 3, 11, 3, 14, 3, 0, 0, 0, 0, 0
Ambystoma_mexicanum_GCA_002915635.3_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Ameiurus_melas_GCA_012411365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 40, 11, 184, 13, 0, 37, 21, 1, 0
Amia_calva_GCA_017591415.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 4, 6, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 29, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 3, 7, 5, 93, 24, 194, 35, 0, 214, 114, 9, 5
Ammodramus_caudacutus_GCA_027887145.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 13, 2, 0, 1, 3, 6, 2, 2, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 558, 220, 0, 0
Ammodramus_savannarum_pratensis_GCA_020466415.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 2, 5, 4, 2, 0, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 27, 38, 0, 0
Ammodytes_dubius_GCA_026122265.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 2, 4, 4, 20, 10, 0, 6, 56, 0, 1
Ammospiza_nelsoni_GCA_027579445.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 11, 2, 0, 1, 3, 6, 2, 2, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 333, 145, 0, 0
Ammotragus_lervia_GCA_002201775.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 176, 129, 141, 58, 42, 10, 13, 8, 5, 6, 238, 84, 119, 147, 361, 239, 74, 28, 116, 38, 3, 0, 18, 7, 116, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 13, 2, 14, 1, 1, 1, 0, 0, 0, 17, 0, 0
Amphilophus_citrinellus_GCA_013435755.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 9, 13, 162, 26, 0, 18, 62, 1, 16
Amphilophus_zaliosus_GCA_015108585.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 4, 6, 41, 15, 0, 3, 54, 1, 5
Amphiprion_clarkii_GCA_027123335.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 7, 4, 57, 9, 0, 2, 34, 1, 5
Amphiprion_ocellaris_GCA_002776465.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 9, 3, 73, 8, 0, 2, 39, 1, 6
Amphiprion_percula_GCA_003047355.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 3, 8, 3, 64, 9, 0, 3, 30, 1, 9
Anabarilius_grahami_GCA_003731715.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 16, 7, 33, 23, 139, 10, 0, 46, 34, 3, 2
Anabas_testudineus_GCA_900324465.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 6, 19, 29, 176, 29, 0, 24, 95, 3, 15
Anableps_anableps_GCA_014839685.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13, 4, 10, 14, 103, 8, 0, 13, 50, 1, 5
Anarrhichthys_ocellatus_GCA_004355925.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 7, 5, 6, 6, 18, 4, 0, 10, 29, 0, 5
Anas_platyrhynchos_GCA_015476345.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 16, 5, 0, 2, 2, 3, 4, 32, 4, 1, 24, 2, 26, 5, 6, 0, 14, 1, 0, 0, 0, 0, 26, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0, 3, 0, 0, 1400, 629, 0, 0
Anas_zonorhyncha_GCA_002224875.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 9, 5, 0, 0, 2, 0, 0, 10, 4, 1, 7, 3, 30, 4, 4, 3, 13, 1, 0, 0, 0, 0, 13, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 1, 0, 3, 0, 0, 352, 227, 0, 0
Ancistrus_triradiatus_GCA_025084515.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 17, 9, 65, 8, 0, 9, 40, 0, 4
Andinoacara_biseriatus_GCA_015108635.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 8, 12, 73, 25, 0, 9, 84, 0, 6
Anguilla_anguilla_GCA_013347855.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 12, 0, 94, 13, 238, 4, 0, 205, 33, 6, 4
Anguilla_japonica_GCA_025169545.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 0, 1, 14, 4, 110, 25, 279, 11, 0, 153, 75, 8, 7
Anguilla_marmorata_GCA_901111315.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 10, 7, 44, 17, 130, 13, 0, 43, 78, 7, 4
Anguilla_megastoma_GCA_901111305.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 9, 2, 47, 15, 146, 27, 0, 45, 59, 3, 6
Anguilla_obscura_GCA_901111295.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 5, 4, 50, 16, 128, 16, 0, 43, 63, 4, 5
Anguilla_rostrata_GCA_018555375.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 0, 0, 0, 2, 11, 9, 77, 23, 199, 21, 0, 135, 128, 7, 11
Anhinga_anhinga_GCA_013396435.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 6, 0, 0, 1, 0, 5, 1, 1, 1, 4, 0, 10, 10, 5, 7, 6, 12, 0, 1, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 10, 17, 0, 0
Anhinga_rufa_GCA_013400875.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 6, 0, 0, 1, 0, 0, 0, 1, 3, 2, 1, 9, 15, 7, 5, 2, 13, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 3, 0, 0, 2, 1, 0, 0
